seed_ticker,seed_name,eodhd_symbol,eodhd_match_name,eodhd_match_list,eodhd_match_type,eodhd_match_count,mapping_status,needs_manual_review,review_reason,holdings_snapshot_count,first_snapshot,last_snapshot,min_weight_pct,max_weight_pct,bloomberg_exception_count,provider,provider_price_file,provider_row_count,provider_first_date,provider_last_date,validation_status,validation_grade,validation_comparable_snapshots,validation_missing_snapshots,validation_max_abs_pct_difference,validation_avg_abs_pct_difference,corporate_action_status,corporate_action_treatment,corporate_action_notes
RMCF,ROCKY MOUNTAIN CHOC FACT INC,RMCF.US,Rocky Mountain Chocolate Factory,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.4,1.99,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\RMCF.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_minor_difference,21,0,0.0281224152191894,0.0024215630198582013,,provider_adjusted_price_series,
ROL,ROLLINS INC,ROL.US,Rollins Inc,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.43,1.93,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\ROL.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_exact,21,0,0.00002888503755068674,0.000006853041712034401,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
RRGB,RED ROBIN GOURMET BURGERS,RRGB.US,Red Robin Gourmet Burgers Inc,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.22,2.06,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\RRGB.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_exact,21,0,0.00006496037417169615,0.00000309335115103315,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
RSHCQ,RS LEGACY CORP,RSH.US,,,,0,approved_for_reconstruction,no,RS Legacy / RadioShack history maps to pre-bankruptcy RSH.US for the 2007-2015 holdings period.,16,2007-12-31,2015-06-30,0.59,1.96,5,eodhd,data-sources\franchise-index\market-data\eodhd\prices\RSH.US.json,1785,2007-12-31,2015-02-02,validated_against_holdings,pass_exact,15,1,0.0009090909090909211,0.00006060606060606141,,bankruptcy_price_series_stops_at_delisting,
RT,RUBY TUESDAY INC,RT.US,Ruby Tuesday Inc,delisted,Common Stock,1,approved_for_reconstruction,no,,20,2007-12-31,2017-06-30,1.13,1.87,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\RT.US.json,2514,2007-12-31,2017-12-21,validated_against_holdings,pass_exact,20,0,0,0,,price_series_stops_at_delisting_or_acquisition,
RUTH,RUTH'S HOSPITALITY GROUP INC,RUTH.US,Ruth's Hospitality Group Inc,delisted,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.41,2.19,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\RUTH.US.json,3892,2007-12-31,2023-06-15,validated_against_holdings,pass_exact,21,0,0,0,acquired_public,cash_acquisition_stop_series,Ruth's Hospitality Group was acquired by Darden in 2023.
SBH,SALLY BEAUTY HOLDINGS INC,SBH.US,Sally Beauty Holdings Inc,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.25,2.18,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\SBH.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_exact,21,0,0,0,,provider_adjusted_price_series,
SERV,SERVICEMASTER GLOBAL HOLDING,SERV_old.US,Serve Robotics Inc. Common Stock,active,Common Stock,2,approved_for_reconstruction,no,"Old ServiceMaster maps to SERV_old.US, not current Serve Robotics SERV.US.",8,2014-06-30,2017-12-31,1.32,1.84,21,eodhd,data-sources\franchise-index\market-data\eodhd\prices\SERV_OLD.US.json,1594,2014-06-26,2020-10-22,validated_against_holdings,pass_exact,8,0,0,0,acquired_public,price_series_stops_at_delisting_or_acquisition,"ServiceMaster became Terminix, which was acquired by Rentokil Initial in 2022."
SHAK,SHAKE SHACK INC - CLASS A,SHAK.US,Shake Shack Inc,active,Common Stock,1,approved_for_reconstruction,no,,6,2015-06-30,2017-12-31,1.37,1.74,21,eodhd,data-sources\franchise-index\market-data\eodhd\prices\SHAK.US.json,2840,2015-01-30,2026-05-15,validated_against_holdings,pass_exact,6,0,0,0,,provider_adjusted_price_series,
SNA,SNAP-ON INC,SNA.US,Snap-On Inc,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.43,2.07,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\SNA.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_exact,21,0,0,0,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
SONC,SONIC CORP,SONC.US,Sonic Corp,delisted,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.11,2.13,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\SONC.US.json,2755,2007-12-31,2018-12-07,validated_against_holdings,pass_exact,21,0,0.0006868131868131721,0.00003270538984824629,acquired_private,cash_acquisition_stop_series,Sonic was acquired by Inspire Brands in 2018.
TACO,DEL TACO RESTAURANTS INC,TACO_old2.US,"Del Taco Restaurants, Inc.",delisted,Common Stock,3,approved_for_reconstruction,no,,8,2014-06-30,2017-12-31,1.24,2.16,21,eodhd,data-sources\franchise-index\market-data\eodhd\prices\TACO_OLD2.US.json,1926,2014-01-08,2022-03-07,validated_against_holdings,pass_exact,8,0,0,0,acquired_public,cash_acquisition_stop_series,Del Taco was acquired by Jack in the Box in 2022.
TAX,LIBERTY TAX INC,TAXA.US,Cambria Tax Aware ETF,active,ETF,2,approved_for_reconstruction,no,"Old Liberty Tax maps to TAXA.US, not current Cambria Tax Aware ETF TAX.US.",11,2012-12-31,2017-12-31,1.22,1.58,21,eodhd,data-sources\franchise-index\market-data\eodhd\prices\TAXA.US.json,1828,2012-06-14,2019-09-25,validated_against_holdings,pass_exact,11,0,0,0,corporate_action_review,complex_corporate_action_review_after_historical_period,Liberty Tax became part of Franchise Group; later Franchise Group was taken private. Needs detailed corporate-action review.
THI,TIM HORTONS INC,THI.US,Tim Hortons Inc. (USA),delisted,Common Stock,1,approved_for_reconstruction,no,,13,2008-06-30,2014-06-30,1.46,1.76,7,eodhd,data-sources\franchise-index\market-data\eodhd\prices\THI.US.json,1752,2007-12-31,2014-12-12,validated_against_holdings,pass_exact,13,0,0,0,,price_series_stops_at_delisting_or_acquisition,
THI CN,TIM HORTONS ULC,THI.TO,,,,0,approved_for_reconstruction,no,Canadian Tim Hortons listing maps to EODHD Toronto symbol THI.TO.,1,2007-12-31,2007-12-31,1.67,1.67,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\THI.TO.json,1664,2007-12-31,2014-12-12,validated_against_holdings,pass_exact,1,0,0,0,,price_series_stops_at_delisting_or_acquisition,
TXRH,TEXAS ROADHOUSE INC,TXRH.US,Texas Roadhouse Inc,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.43,1.98,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\TXRH.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_exact,21,0,0.001627780792186714,0.00007751337105651019,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
VVV,VALVOLINE INC,VVV.US,Valvoline Inc,active,Common Stock,1,approved_for_reconstruction,no,,2,2017-06-30,2017-12-31,1.49,1.52,21,eodhd,data-sources\franchise-index\market-data\eodhd\prices\VVV.US.json,2424,2016-09-23,2026-05-15,validated_against_holdings,pass_exact,2,0,0,0,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
WEN,WENDY'S CO/THE,WEN.US,The Wendy’s Co,active,Common Stock,2,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.27,1.98,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\WEN.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_minor_difference,21,0,0.019610538373425048,0.000933835160639288,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
WINA,WINMARK CORP,WINA.US,Winmark Corporation,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.41,2.33,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\WINA.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_minor_difference,21,0,0.03333333333333341,0.003139257301641685,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
WING,WINGSTOP INC,WING.US,Wingstop Inc,active,Common Stock,1,approved_for_reconstruction,no,,6,2015-06-30,2017-12-31,1.43,1.78,21,eodhd,data-sources\franchise-index\market-data\eodhd\prices\WING.US.json,2748,2015-06-12,2026-05-15,validated_against_holdings,pass_exact,6,0,0,0,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
WTW,WEIGHT WATCHERS INTL INC,WTW.US,Willis Towers Watson PLC,active,Common Stock,1,manual_review_required,yes,Old Weight Watchers WTW conflicts with current Willis Towers Watson WTW in EODHD. WW/WGHTQ symbols do not provide the required 2007-2017 history. | Provider closes differ from Bloomberg holdings snapshots by more than 5%.,21,2007-12-31,2017-12-31,1.17,1.86,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\WTW.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,review,21,0,9.688736027515047,1.8814903042872426,ticker_changed,external_price_history_needed,Weight Watchers changed ticker from WTW to WW in 2019.
WYN,WYNDHAM WORLDWIDE CORP,WYN.US,Wyndham Worldwide Corporation,delisted,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.43,2.01,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\WYN.US.json,2623,2007-12-31,2018-05-31,validated_against_holdings,pass_exact,21,0,0,0,spin_successor,spin_off_chain_review,Wyndham Worldwide spun off Wyndham Hotels and later became Travel + Leisure Co.; include both successor economics for historical reconstruction.
YUM,YUM! BRANDS INC,YUM.US,Yum! Brands Inc,active,Common Stock,1,approved_for_reconstruction,no,,21,2007-12-31,2017-12-31,1.39,1.9,0,eodhd,data-sources\franchise-index\market-data\eodhd\prices\YUM.US.json,4623,2007-12-31,2026-05-15,validated_against_holdings,pass_exact,21,0,0.0000028498147619325798,3.4388440837080004e-7,pending_provider_check,use_adjusted_price_series_pending_provider_check,"Needs provider lookup for current listing, corporate actions, and adjusted price continuity."
